 PULSE, SpO2,Normal heart
0.6350224031841669,0.5847117437323348,1
0.6350224031841669,0.5847117437323348,1
0.6350224031841669,0.5847117437323348,1
0.6350224031841669,0.5847117437323348,1
0.6350224031841669,0.5847117437323348,1
0.6350224031841669,0.5847117437323348,1
0.6463835542986793,0.5847117437323348,1
0.6463835542986793,0.5847117437323348,1
0.6463835542986793,0.5847117437323348,1
0.6463835542986793,0.5847117437323348,1
0.6463835542986793,0.5847117437323348,1
0.6463835542986793,0.5847117437323348,1
0.6463835542986793,0.5847117437323348,1
0.6463835542986793,0.5847117437323348,1
0.6463835542986793,0.5847117437323348,1
0.6463835542986793,0.5847117437323348,1
0.6463835542986793,0.5847117437323348,1
0.6463835542986793,0.5847117437323348,1
0.6463835542986793,0.5847117437323348,1
0.6463835542986793,0.5847117437323348,1
0.6463835542986793,0.5847117437323348,1
0.6463835542986793,0.5847117437323348,1
0.6463835542986793,0.5847117437323348,1
0.6463835542986793,0.5847117437323348,1
0.6463835542986793,0.5847117437323348,1
0.6463835542986793,0.5847117437323348,1
0.6463835542986793,0.7042852795568655,1
0.6463835542986793,0.7042852795568655,1
0.6463835542986793,0.7042852795568655,1
0.6463835542986793,0.7042852795568655,1
0.6463835542986793,0.7042852795568655,1
0.6463835542986793,0.7042852795568655,1
0.6463835542986793,0.7042852795568655,1
0.6463835542986793,0.7042852795568655,1
0.6463835542986793,0.7042852795568655,1
0.6463835542986793,0.5847117437323348,1
0.6463835542986793,0.5847117437323348,1
0.6463835542986793,0.5847117437323348,1
0.6463835542986793,0.5847117437323348,1
0.6463835542986793,0.5847117437323348,1
0.6463835542986793,0.5847117437323348,1
0.6350224031841669,0.5847117437323348,1
0.6350224031841669,0.5847117437323348,1
0.6350224031841669,0.5847117437323348,1
0.6235761395138615,0.5847117437323348,1
0.6235761395138615,0.5847117437323348,1
0.6235761395138615,0.5847117437323348,1
0.6235761395138615,0.5847117437323348,1
0.6235761395138615,0.5847117437323348,1
0.6235761395138615,0.5847117437323348,1
0.6235761395138615,0.5847117437323348,1
0.6235761395138615,0.5847117437323348,1
0.6235761395138615,0.5847117437323348,1
0.6235761395138615,0.5847117437323348,1
0.6235761395138615,0.5847117437323348,1
0.6235761395138615,0.5847117437323348,1
0.6235761395138615,0.5847117437323348,1
0.6235761395138615,0.5847117437323348,1
0.6235761395138615,0.5847117437323348,1
0.6235761395138615,0.5847117437323348,1
0.6235761395138615,0.5847117437323348,1
0.6120431900262384,0.5847117437323348,1
0.6120431900262384,0.5847117437323348,1
0.6120431900262384,0.5847117437323348,1
0.6120431900262384,0.5847117437323348,1
0.6120431900262384,0.5847117437323348,1
0.6004219347020461,0.5847117437323348,1
0.6004219347020461,0.5847117437323348,1
0.6004219347020461,0.5847117437323348,1
0.5887107048375555,0.5847117437323348,1
0.5887107048375555,0.5847117437323348,1
0.5887107048375555,0.5847117437323348,1
0.5887107048375555,0.5847117437323348,1
0.5887107048375555,0.5847117437323348,1
0.5887107048375555,0.5847117437323348,1
0.5887107048375555,0.5847117437323348,1
0.6004219347020461,0.5847117437323348,1
0.6004219347020461,0.5847117437323348,1
0.6004219347020461,0.5847117437323348,1
0.6004219347020461,0.5847117437323348,1
0.6004219347020461,0.5847117437323348,1
0.6004219347020461,0.5847117437323348,1
0.6120431900262384,0.5847117437323348,1
0.6120431900262384,0.5847117437323348,1
0.6120431900262384,0.5847117437323348,1
0.6120431900262384,0.5847117437323348,1
0.6120431900262384,0.5847117437323348,1
0.6120431900262384,0.5847117437323348,1
0.6120431900262384,0.5847117437323348,1
0.6120431900262384,0.5847117437323348,1
0.6120431900262384,0.5847117437323348,1
0.6120431900262384,0.5847117437323348,1
0.6120431900262384,0.5847117437323348,1
0.6120431900262384,0.5847117437323348,1
0.6120431900262384,0.5847117437323348,1
0.6120431900262384,0.5847117437323348,1
0.6120431900262384,0.5847117437323348,1
0.6120431900262384,0.5847117437323348,1
0.6120431900262384,0.5847117437323348,1
0.6120431900262384,0.5847117437323348,1
0.6120431900262384,0.5847117437323348,1
0.6120431900262384,0.5847117437323348,1
0.6120431900262384,0.5847117437323348,1
0.6120431900262384,0.5847117437323348,1
0.6120431900262384,0.5847117437323348,1
0.6120431900262384,0.5847117437323348,1
0.6120431900262384,0.5847117437323348,1
0.6120431900262384,0.5847117437323348,1
0.6120431900262384,0.5847117437323348,1
0.6120431900262384,0.5847117437323348,1
0.6004219347020461,0.5847117437323348,1
0.6235761395138615,0.7042852795568655,1
0.6235761395138615,0.7042852795568655,1
0.6120431900262384,0.7042852795568655,1
0.6120431900262384,0.5847117437323348,1
0.6120431900262384,0.5847117437323348,1
0.6120431900262384,0.5847117437323348,1
0.6235761395138615,0.5847117437323348,1
0.6235761395138615,0.5847117437323348,1
0.6120431900262384,0.5847117437323348,1
0.6120431900262384,0.5847117437323348,1
0.6120431900262384,0.5847117437323348,1
0.6120431900262384,0.5847117437323348,1
0.6120431900262384,0.5847117437323348,1
0.6120431900262384,0.5847117437323348,1
0.6120431900262384,0.5847117437323348,1
0.6004219347020461,0.5847117437323348,1
0.6004219347020461,0.5847117437323348,1
0.6004219347020461,0.5847117437323348,1
0.6004219347020461,0.5847117437323348,1
0.6120431900262384,0.5847117437323348,1
0.6120431900262384,0.5847117437323348,1
0.6120431900262384,0.5847117437323348,1
0.6120431900262384,0.5847117437323348,1
0.6120431900262384,0.5847117437323348,1
0.6120431900262384,0.5847117437323348,1
0.6004219347020461,0.5847117437323348,1
0.6004219347020461,0.5847117437323348,1
0.6004219347020461,0.5847117437323348,1
0.6004219347020461,0.5847117437323348,1
0.6004219347020461,0.5847117437323348,1
0.6004219347020461,0.5847117437323348,1
0.6120431900262384,0.5847117437323348,1
0.6120431900262384,0.5847117437323348,1
0.6120431900262384,0.5847117437323348,1
0.6120431900262384,0.5847117437323348,1
0.6120431900262384,0.5847117437323348,1
0.6120431900262384,0.5847117437323348,1
0.6235761395138615,0.5847117437323348,1
0.6235761395138615,0.5847117437323348,1
0.6235761395138615,0.5847117437323348,1
0.6235761395138615,0.5847117437323348,1
0.6235761395138615,0.5847117437323348,1
0.6235761395138615,0.5847117437323348,1
0.6235761395138615,0.5847117437323348,1
0.6235761395138615,0.5847117437323348,1
0.6235761395138615,0.5847117437323348,1
0.6120431900262384,0.5847117437323348,1
0.6120431900262384,0.5847117437323348,1
0.6120431900262384,0.5847117437323348,1
0.6120431900262384,0.5847117437323348,1
0.6120431900262384,0.5847117437323348,1
0.6120431900262384,0.5847117437323348,1
0.6120431900262384,0.5847117437323348,1
0.6120431900262384,0.5847117437323348,1
0.6120431900262384,0.5847117437323348,1
0.6120431900262384,0.5847117437323348,1
0.6120431900262384,0.5847117437323348,1
0.6120431900262384,0.5847117437323348,1
0.6120431900262384,0.5847117437323348,1
0.6120431900262384,0.5847117437323348,1
0.6120431900262384,0.5847117437323348,1
0.6120431900262384,0.5847117437323348,1
0.6120431900262384,0.5847117437323348,1
0.6120431900262384,0.5847117437323348,1
0.6120431900262384,0.5847117437323348,1
0.6120431900262384,0.5847117437323348,1
0.6120431900262384,0.5847117437323348,1
0.6120431900262384,0.5847117437323348,1
0.6120431900262384,0.5847117437323348,1
0.6120431900262384,0.5847117437323348,1
0.6120431900262384,0.5847117437323348,1
0.6120431900262384,0.5847117437323348,1
0.6120431900262384,0.5847117437323348,1
0.6120431900262384,0.5847117437323348,1
0.6120431900262384,0.5847117437323348,1
0.6120431900262384,0.5847117437323348,1
0.6120431900262384,0.5847117437323348,1
0.6120431900262384,0.5847117437323348,1
0.6120431900262384,0.5847117437323348,1
0.6120431900262384,0.5847117437323348,1
0.6120431900262384,0.5847117437323348,1
0.6120431900262384,0.5847117437323348,1
0.6120431900262384,0.5847117437323348,1
0.6120431900262384,0.5847117437323348,1
0.6120431900262384,0.5847117437323348,1
0.6120431900262384,0.5847117437323348,1
0.6004219347020461,0.5847117437323348,1
0.6004219347020461,0.5847117437323348,1
0.6004219347020461,0.5847117437323348,1
0.6004219347020461,0.5847117437323348,1
0.6004219347020461,0.5847117437323348,1
0.6004219347020461,0.5847117437323348,1
0.6004219347020461,0.5847117437323348,1
0.6004219347020461,0.5847117437323348,1
0.6004219347020461,0.5847117437323348,1
0.6004219347020461,0.5847117437323348,1
0.6004219347020461,0.5847117437323348,1
0.6004219347020461,0.5847117437323348,1
0.6004219347020461,0.5847117437323348,1
0.6004219347020461,0.5847117437323348,1
0.6004219347020461,0.5847117437323348,1
0.6004219347020461,0.5847117437323348,1
0.6120431900262384,0.5847117437323348,1
0.6120431900262384,0.5847117437323348,1
0.6120431900262384,0.5847117437323348,1
0.6120431900262384,0.5847117437323348,1
0.6120431900262384,0.5847117437323348,1
0.6120431900262384,0.5847117437323348,1
0.6120431900262384,0.5847117437323348,1
0.6120431900262384,0.5847117437323348,1
0.6120431900262384,0.5847117437323348,1
0.6120431900262384,0.5847117437323348,1
0.6120431900262384,0.5847117437323348,1
0.6120431900262384,0.5847117437323348,1
0.6120431900262384,0.5847117437323348,1
0.6004219347020461,0.5847117437323348,1
0.6004219347020461,0.5847117437323348,1
0.6004219347020461,0.5847117437323348,1
0.6004219347020461,0.5847117437323348,1
0.6004219347020461,0.5847117437323348,1
0.6004219347020461,0.5847117437323348,1
0.6120431900262384,0.5847117437323348,1
0.6120431900262384,0.5847117437323348,1
0.6120431900262384,0.5847117437323348,1
0.6120431900262384,0.5847117437323348,1
0.6120431900262384,0.5847117437323348,1
0.6120431900262384,0.5847117437323348,1
0.6120431900262384,0.5847117437323348,1
0.6120431900262384,0.5847117437323348,1
0.6120431900262384,0.5847117437323348,1
0.6120431900262384,0.5847117437323348,1
0.6120431900262384,0.5847117437323348,1
0.6120431900262384,0.5847117437323348,1
0.6120431900262384,0.5847117437323348,1
0.6120431900262384,0.5847117437323348,1
0.6120431900262384,0.5847117437323348,1
0.6120431900262384,0.5847117437323348,1
0.6120431900262384,0.5847117437323348,1
0.6120431900262384,0.5847117437323348,1
0.6120431900262384,0.5847117437323348,1
0.6120431900262384,0.5847117437323348,1
0.6120431900262384,0.5847117437323348,1
0.6120431900262384,0.5847117437323348,1
0.6120431900262384,0.5847117437323348,1
0.6120431900262384,0.5847117437323348,1
0.6120431900262384,0.5847117437323348,1
0.6120431900262384,0.5847117437323348,1
0.6120431900262384,0.5847117437323348,1
0.6120431900262384,0.5847117437323348,1
0.6120431900262384,0.5847117437323348,1
0.6120431900262384,0.5847117437323348,1
0.6120431900262384,0.5847117437323348,1
0.6120431900262384,0.5847117437323348,1
0.6120431900262384,0.5847117437323348,1
0.6120431900262384,0.5847117437323348,1
0.6120431900262384,0.5847117437323348,1
0.6120431900262384,0.4809522230455428,1
0.6120431900262384,0.4809522230455428,1
0.6120431900262384,0.4809522230455428,1
0.6120431900262384,0.4809522230455428,1
0.6120431900262384,0.4809522230455428,1
0.6120431900262384,0.4809522230455428,1
0.6120431900262384,0.4809522230455428,1
0.6120431900262384,0.4809522230455428,1
0.6120431900262384,0.4809522230455428,1
0.6120431900262384,0.4809522230455428,1
0.6120431900262384,0.4809522230455428,1
0.6120431900262384,0.4809522230455428,1
0.6120431900262384,0.5847117437323348,1
0.6120431900262384,0.5847117437323348,1
0.6120431900262384,0.5847117437323348,1
0.6120431900262384,0.5847117437323348,1
0.6120431900262384,0.5847117437323348,1
0.6120431900262384,0.5847117437323348,1
0.6120431900262384,0.5847117437323348,1
0.6120431900262384,0.4809522230455428,1
0.6120431900262384,0.4809522230455428,1
0.6120431900262384,0.4809522230455428,1
0.6120431900262384,0.4809522230455428,1
0.6120431900262384,0.4809522230455428,1
0.6120431900262384,0.4809522230455428,1
0.6120431900262384,0.5847117437323348,1
0.6120431900262384,0.5847117437323348,1
0.6120431900262384,0.5847117437323348,1
0.6120431900262384,0.5847117437323348,1
0.6120431900262384,0.5847117437323348,1
0.6120431900262384,0.5847117437323348,1
0.6120431900262384,0.5847117437323348,1
0.6120431900262384,0.5847117437323348,1
0.6120431900262384,0.5847117437323348,1
0.6120431900262384,0.5847117437323348,1
0.6120431900262384,0.5847117437323348,1
0.6120431900262384,0.5847117437323348,1
0.6120431900262384,0.5847117437323348,1
0.6120431900262384,0.5847117437323348,1
0.6120431900262384,0.5847117437323348,1
0.6120431900262384,0.5847117437323348,1
0.6004219347020461,0.5847117437323348,1
0.6120431900262384,0.5847117437323348,1
0.6120431900262384,0.5847117437323348,1
0.6120431900262384,0.4809522230455428,1
0.6120431900262384,0.4809522230455428,1
0.6120431900262384,0.4809522230455428,1
0.6120431900262384,0.4809522230455428,1
0.6120431900262384,0.4809522230455428,1
0.6120431900262384,0.4809522230455428,1
0.6120431900262384,0.4809522230455428,1
0.6120431900262384,0.4809522230455428,1
0.6120431900262384,0.4809522230455428,1
0.6235761395138615,0.4809522230455428,1
